                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4305,                 2.3046,                 1.4975,                0.67692,                0.40781,                0.39296,                0.24598,                 1.5914,                 2.3685,                 1.6905,              0.0004156,              0.0004156,              0.0004156
